language_token,count,english_name
pocuuuvat,1,
rypem,1,
russki,1,
govorim,1,
neveril,1,
anglickyaj,1,
vecc,1,
horsia,1,
vaaazne,1,
fuckujem,1,
programovaci,1,
tee,1,
ddobrych,1,
tlk,1,
komunikat,1,
laponciny,1,
veeeeeeeeeeeelmiiiii,1,
tusiim,1,
szlovakot,1,
potrebu,1,
ddsi,1,
zrkadla,1,
cerveno,1,
svojjazyycek,1,
vonka,1,
boja,1,
vizniet,1,
francuzkyspanielsky,1,
asd,1,
potreba,1,
napocuval,1,
trnavske,1,
porande,1,
parlare,1,
faze,1,
finstiny,1,
grosse,1,
dnesnej,1,
argentynsky,1,
cerusky,1,
fancuzky,1,
fuuuuuuuuuj,1,
najlesie,1,
opitom,1,
powiem,1,
semestre,1,
cudzii,1,
napodobnit,1,
hotentotsky,1,
duty,1,
fungoval,1,
opearsingovany,1,
milacikad,1,
aciastocne,1,
neidentifikovatelny,1,
suis,1,
dakde,1,
tazki,1,
ovlasamm,1,
oblizuje,1,
francuztine,1,
sesternica,1,
fest,1,
neie,1,
cvancigolok,1,
annetaan,1,
ayy,1,
nadava,1,
lapassky,1,
brailovom,1,
neskolil,1,
opat,1,
majlepsie,1,
styu,1,
anlickyy,1,
mamin,1,
sestra,1,
erosovi,1,
sturovskyyy,1,
bohvieaako,1,
cikajucich,1,
srniek,1,
nasmial,1,
istejsie,1,
keca,1,
cochon,1,
kazdych,1,
recku,1,
lepsieeee,1,
ocujes,1,
jaa,1,
bejby,1,
nepreda,1,
istu,1,
asamo,1,
klamstvo,1,
bylo,1,
albanctina,1,
lahsia,1,
farncuzky,1,
bye,1,
juhoslovenski,1,
pfuu,1,
nieste,1,
gectinu,1,
prilezitostna,1,
dopadol,1,
zmyslite,1,
unkari,1,
ni,1,
nu,1,
hungy,1,
teenn,1,
situacia,1,
witch,1,
finsku,1,
hieroglyphy,1,
prist,1,
twist,1,
neobtazuj,1,
neslo,1,
poslednej,1,
nazvy,1,
joooj,1,
drzi,1,
svoojjj,1,
slusnej,1,
praktika,1,
prazdnin,1,
vibornexd,1,
franzuskyy,1,
neveri,1,
zly,1,
anglickyyyyyyyyy,1,
okolo,1,
ludoch,1,
najhlavnejsi,1,
diskoteke,1,
psacii,1,
volta,1,
vystihuje,1,
multilingvisticky,1,
siuxov,1,
udalosti,1,
tardo,1,
ocom,1,
debilsky,1,
opije,1,
bawi,1,
nieeeee,1,
prakticki,1,
talianskyy,1,
dialekty,1,
povedala,1,
madarszki,1,
pracuye,1,
mizive,1,
trolinku,1,
studijnom,1,
doucovatelka,1,
novorodencov,1,
skusky,1,
zabudnut,1,
neuveritelneee,1,
naladicku,1,
srdiecko,1,
alle,1,
desiatom,1,
muzov,1,
nemaj,1,
kusocek,1,
assembleru,1,
magyarske,1,
uvydime,1,
paruski,1,
spj,1,
vystrajat,1,
prose,1,
nepovien,1,
madarcinky,1,
swooojj,1,
chccem,1,
znamky,1,
ostane,1,
namibie,1,
vyucbe,1,
brat,1,
saying,1,
tocim,1,
vedomost,1,
rovnakym,1,
vymyslim,1,
drzim,1,
upokojujucich,1,
taxi,1,
zlepsuje,1,
bodocky,1,
kozmicky,1,
nehovorte,1,
emiratsky,1,
certifikat,1,
dddstane,1,
nezaujimaju,1,
chas,1,
obidve,1,
trnafciny,1,
urva,1,
etre,1,
nespomeniem,1,
gesta,1,
jalkeen,1,
pis,1,
pochabo,1,
prasacinky,1,
voli,1,
rapidne,1,
nein,1,
pustim,1,
blblblblbbblll,1,
ujlacky,1,
poor,1,
sovoj,1,
moznooraaz,1,
koreiski,1,
bonznem,1,
vosatsky,1,
posledne,1,
jedina,1,
dopiciposlania,1,
najnaj,1,
antoonio,1,
oblacno,1,
debotilitansky,1,
dospaval,1,
zavut,1,
boskavat,1,
nemalo,1,
nezanechali,1,
diskutabilne,1,
priblizi,1,
lulu,1,
gufu,1,
pohar,1,
samy,1,
chorvactiny,1,
wilkommen,1,
vychodnarcina,1,
lahka,1,
rusom,1,
flichen,1,
khmercina,1,
chcelo,1,
azaat,1,
dfm,1,
pravopisu,1,
tuu,1,
tka,1,
francuzaaak,1,
mariannin,1,
anglinky,1,
pasiivne,1,
szia,1,
fuuh,1,
nyongeden,1,
ssasak,1,
akutaz,1,
poznate,1,
drzat,1,
cuco,1,
netrdiila,1,
milacik,1,
olaszt,1,
dpce,1,
dont,1,
hatlaniny,1,
nitraaaaaanskyy,1,
nesnasanm,1,
neverili,1,
fjke,1,
eska,1,
setko,1,
bier,1,
polowice,1,
vykoktat,1,
namibsky,1,
himalastinu,1,
hocjako,1,
kell,1,
tvrda,1,
geld,1,
og,1,
szlovakul,1,
luskam,1,
klasicku,1,
vysksaas,1,
czechoslovak,1,
kazdeno,1,
toreticky,1,
ajajajj,1,
odsudzovat,1,
sferach,1,
urcit,1,
postavi,1,
opilec,1,
laponska,1,
youtu,1,
torochu,1,
ciganszki,1,
ladic,1,
cigansk,1,
jaq,1,
nejakeee,1,
eu,1,
polnapol,1,
zasa,1,
striedavo,1,
osvojit,1,
cuspais,1,
serioznejsie,1,
yorm,1,
haaaad,1,
divne,1,
merde,1,
nedavam,1,
mocna,1,
naplno,1,
amacedonsky,1,
kurami,1,
vakerel,1,
firme,1,
turvargctinu,1,
psow,1,
spanielky,1,
rrrrrrrrrrrrrr,1,
dokonaly,1,
pretoze,1,
nepodarilo,1,
sepotu,1,
nejsom,1,
pete,1,
francuzke,1,
newiim,1,
gobasa,1,
kikus,1,
unikovy,1,
zensjy,1,
nechyba,1,
zavyjam,1,
knemu,1,
sprichst,1,
inyx,1,
svooooooooooooooooooooj,1,
dohoworiim,1,
belgicky,1,
polish,1,
kytketaan,1,
vonku,1,
povesme,1,
nenastal,1,
vdiet,1,
romom,1,
jazyko,1,
hodina,1,
deravy,1,
ad,1,
tokiu,1,
sitki,1,
triedy,1,
ryba,1,
dozadu,1,
smiezsny,1,
toooo,1,
nezaskodi,1,
svoji,1,
nemcinaa,1,
slowakish,1,
najlepsia,1,
mdarski,1,
ekh,1,
domena,1,
bojnancinu,1,
slovincina,1,
nateraz,1,
biliard,1,
franczusky,1,
neposlednom,1,
botswanctina,1,
anoansita,1,
mittausta,1,
polmcim,1,
siii,1,
normalnom,1,
porozmyslam,1,
tylko,1,
romctina,1,
sua,1,
podlamuje,1,
najzaladnesji,1,
vhube,1,
vychode,1,
laco,1,
franuzstinu,1,
plocho,1,
kune,1,
smolu,1,
pochytim,1,
wes,1,
zbierka,1,
stamprlikoch,1,
neopalim,1,
anlictina,1,
niecim,1,
frn,1,
leda,1,
pohryznete,1,
napodobnovat,1,
odomna,1,
vypytam,1,
annglicky,1,
bleeeeeeeeeeeeeeeeeeeee,1,
hociktory,1,
vyplazovanie,1,
prejavy,1,
spice,1,
ojebavam,1,
zahryznut,1,
poslednymi,1,
pokulhavam,1,
sikovana,1,
dolezitejse,1,
opice,1,
kapitola,1,
ztoho,1,
trosiicku,1,
spic,1,
nevm,1,
tricku,1,
bunky,1,
diskalkulik,1,
megszollaljak,1,
debilstina,1,
natlacit,1,
visel,1,
hrooozne,1,
loko,1,
samosqaaa,1,
wecernej,1,
tyzden,1,
vypravatua,1,
lopussky,1,
riadnu,1,
utrzky,1,
megi,1,
potkan,1,
maturujem,1,
nezacnem,1,
svetovo,1,
cudzik,1,
swojej,1,
materinska,1,
chybiiicky,1,
ukecanych,1,
tzen,1,
nemyslite,1,
zasadne,1,
vypadne,1,
wewin,1,
najsilnejsich,1,
stil,1,
lae,1,
filmov,1,
skusi,1,
cestinuu,1,
nane,1,
prikaz,1,
cokoladu,1,
rydzu,1,
chapem,1,
sakwa,1,
totizto,1,
endzurkosvky,1,
premerne,1,
napicu,1,
litle,1,
svvoj,1,
osudowa,1,
nezdrevenel,1,
mongo,1,
ludu,1,
doplni,1,
specificky,1,
najracej,1,
ltt,1,
pobrezia,1,
spoznawam,1,
pomaranc,1,
bueno,1,
nitrnaucim,1,
komunikaciu,1,
existencny,1,
uspokojivo,1,
familiarity,1,
tresnut,1,
kdo,1,
inyych,1,
neskamaratili,1,
niktoo,1,
rumungracsky,1,
zapametal,1,
pan,1,
namecki,1,
tykat,1,
nepocujucimi,1,
hybe,1,
umerne,1,
slovencinou,1,
stohoo,1,
posplietala,1,
baky,1,
zmrzlinka,1,
potrebovalo,1,
hala,1,
ethe,1,
zdokonaleniu,1,
neakeho,1,
miesa,1,
papule,1,
dotknut,1,
slowenka,1,
chujovo,1,
skorr,1,
znamku,1,
solidne,1,
baba,1,
neodpoviem,1,
luaabuasa,1,
caaawe,1,
marekov,1,
mizerna,1,
naramne,1,
pata,1,
bambucko,1,
frajera,1,
raktapajas,1,
filipinsky,1,
hatlanina,1,
kim,1,
zacciatocnik,1,
jozefa,1,
amaterska,1,
gtrzfez,1,
bananas,1,
kradnut,1,
machruuujeeeeeem,1,
leti,1,
nepodda,1,
hotovo,1,
ruzovucky,1,
jazyckova,1,
hheh,1,
lekaarske,1,
drtil,1,
ovlaaadat,1,
kesaaaaj,1,
holandskie,1,
samostudium,1,
monolog,1,
stihol,1,
stastiu,1,
moooc,1,
vzdala,1,
lasko,1,
praxovat,1,
engelsk,1,
nudim,1,
spisovna,1,
stykat,1,
hadi,1,
papuly,1,
cego,1,
uckaaam,1,
riadny,1,
svoooo,1,
medzigalakticky,1,
trochens,1,
hlave,1,
oddz,1,
trt,1,
svoooooj,1,
mileho,1,
salama,1,
spaek,1,
smiala,1,
jdve,1,
voj,1,
velo,1,
knihu,1,
vypocitavanku,1,
noslovenskyx,1,
andlicky,1,
vyrazov,1,
chiu,1,
spomienky,1,
madarskyyyyy,1,
vychadza,1,
pig,1,
kosatkovcinu,1,
jazykowe,1,
vichodnarski,1,
vzdelavania,1,
sturovsku,1,
kniskami,1,
paleneho,1,
durkeeezovo,1,
bily,1,
staznosti,1,
davnejsie,1,
drtim,1,
hahaaa,1,
anglicitna,1,
macedoncina,1,
pahltny,1,
marna,1,
naajjj,1,
juzansky,1,
ovladama,1,
puuu,1,
necoo,1,
neznejsej,1,
shak,1,
trba,1,
hod,1,
viel,1,
zahodenie,1,
najdenie,1,
tatka,1,
vznikne,1,
stvorena,1,
poviedalem,1,
danke,1,
dorozumiemsa,1,
schopnost,1,
svetsky,1,
percenta,1,
cinanka,1,
tloska,1,
pickuu,1,
terenkoza,1,
lapascina,1,
zazitok,1,
slovniiiii,1,
najleppsie,1,
soker,1,
somalski,1,
nicit,1,
jedinci,1,
exoticke,1,
majkov,1,
slowencina,1,
popletiem,1,
nalepsie,1,
madarcinaa,1,
posadnuta,1,
hsjk,1,
troschken,1,
zufali,1,
kruta,1,
trozka,1,
dposumkova,1,
iwka,1,
pohrebny,1,
uprimna,1,
nick,1,
srdcova,1,
rozplaces,1,
kratku,1,
manderinska,1,
iiiiiiireckyyyyyyy,1,
serial,1,
zlo,1,
okolite,1,
nitranske,1,
vzdelavat,1,
materina,1,
tymito,1,
nnewenm,1,
bul,1,
snazzim,1,
wtedy,1,
pralesnych,1,
pice,1,
angictina,1,
xixixixi,1,
oblubene,1,
ps,1,
nitry,1,
argumentov,1,
janse,1,
ceknuuuuut,1,
stredoslovencina,1,
show,1,
stretnuti,1,
per,1,
uhm,1,
noviny,1,
madarskee,1,
ktovieco,1,
modra,1,
najdokonalejsie,1,
bije,1,
vraskavca,1,
polovinu,1,
aliaalalala,1,
dopletiem,1,
cintorin,1,
mil,1,
tolkio,1,
siedmo,1,
afjldfndfnanfmandfanmfna,1,
up,1,
nenapisal,1,
cudzieho,1,
vselico,1,
nass,1,
detski,1,
testiky,1,
ineeeeee,1,
sympaticka,1,
susedov,1,
kreslit,1,
kukam,1,
kokotiny,1,
dla,1,
tazkosti,1,
igen,1,
pripravila,1,
vprvom,1,
mikat,1,
cina,1,
bratrsky,1,
tne,1,
estonsky,1,
smaozrejeme,1,
speissekarte,1,
teroristicky,1,
hatlanu,1,
zostava,1,
malenkoj,1,
sellacky,1,
nolovom,1,
tyx,1,
slovencki,1,
neuvadzajuu,1,
srakotiny,1,
thyy,1,
mortem,1,
vyrecny,1,
sumercina,1,
ugandcinu,1,
keedyy,1,
vete,1,
dohovoriim,1,
abysom,1,
smolkovy,1,
ciganskyy,1,
nec,1,
zahryzol,1,
lenj,1,
papier,1,
pepo,1,
povinna,1,
predovsetky,1,
prispievat,1,
inglish,1,
siel,1,
vien,1,
afrinctinu,1,
mojix,1,
rozumien,1,
japanfilla,1,
dovolenke,1,
vychodniarske,1,
uajn,1,
pripadoch,1,
deutschen,1,
vycapsky,1,
podstatny,1,
jobra,1,
ahaaa,1,
weniger,1,
samozrejm,1,
dorozumievaju,1,
madchen,1,
vsetkoo,1,
wecina,1,
medium,1,
skooor,1,
trosko,1,
dzus,1,
rannom,1,
cojaviem,1,
puo,1,
nido,1,
urcitom,1,
francus,1,
pouzivani,1,
dokonalo,1,
bich,1,
kurva,1,
babatkovsky,1,
arabske,1,
tahsie,1,
trapny,1,
neohovaraj,1,
rooomsky,1,
drvim,1,
japanisch,1,
tasko,1,
dobreeeee,1,
zahrna,1,
when,1,
iovldam,1,
aka,1,
museli,1,
zoznamit,1,
nachystany,1,
pridava,1,
narecja,1,
dohovorenia,1,
dialektu,1,
pozerat,1,
speakujem,1,
regen,1,
roma,1,
vlahy,1,
nauciim,1,
hou,1,
szeretlek,1,
ucimsa,1,
vseli,1,
staroarmencina,1,
kustek,1,
chybach,1,
ankansans,1,
spon,1,
zabrat,1,
swoojjj,1,
rusn,1,
aziskymi,1,
kar,1,
dalkove,1,
this,1,
yeah,1,
javu,1,
lammeta,1,
imidzu,1,
newiiim,1,
bakanci,1,
qiqong,1,
tahaky,1,
magori,1,
teoriu,1,
slovecina,1,
kraasny,1,
hhh,1,
mensimi,1,
pytaju,1,
ciest,1,
dlhsie,1,
nesnazim,1,
neverite,1,
action,1,
darsky,1,
szlovensky,1,
cunt,1,
nezaskodil,1,
pate,1,
posluchat,1,
anglickygretcki,1,
arabstine,1,
zahranicno,1,
ojeb,1,
rovnako,1,
stinu,1,
saheejj,1,
legolasa,1,
zniet,1,
znervoznie,1,
nerozumeli,1,
sniva,1,
zvysok,1,
pomlciiim,1,
anglicitina,1,
chetitcina,1,
vsteky,1,
nikdo,1,
cyprerskeho,1,
tvorow,1,
zesde,1,
cho,1,
wsade,1,
proto,1,
zachranila,1,
prisposobivy,1,
najredsejten,1,
stawa,1,
czesky,1,
xe,1,
molgonsi,1,
optimal,1,
madarskemu,1,
hahahaaa,1,
stratit,1,
slovakialainen,1,
hehhe,1,
mysliim,1,
jave,1,
diewcat,1,
chvylu,1,
kuse,1,
dedeho,1,
anglicitnu,1,
stasti,1,
nareciii,1,
francuzaq,1,
arusky,1,
vym,1,
ru,1,
nazor,1,
ppo,1,
latinskej,1,
nijak,1,
kamarat,1,
preklad,1,
odbornik,1,
pycc,1,
ehmm,1,
powedal,1,
bariery,1,
eee,1,
zivych,1,
schiiiza,1,
odoprete,1,
wylepsowat,1,
franiny,1,
hruza,1,
neak,1,
trpaslici,1,
nerad,1,
vodkach,1,
auu,1,
nepodstatne,1,
ex,1,
nespravi,1,
lapaaskyyyy,1,
neferii,1,
teba,1,
hungaro,1,
wimm,1,
viemmm,1,
dz,1,
papam,1,
svojjjjjjjjjjjjjjjjjjjjjjjjjjjj,1,
nemeckyyy,1,
vlaste,1,
nicmoc,1,
trooosqu,1,
hovorieval,1,
hruuuzaaa,1,
bordo,1,
detstve,1,
jahodova,1,
inich,1,
lekvarom,1,
vesijake,1,
apres,1,
hope,1,
wietname,1,
milencovi,1,
porany,1,
angilcky,1,
stopercent,1,
nezaplatenie,1,
poj,1,
vime,1,
biedna,1,
okaa,1,
ofta,1,
malby,1,
gramatike,1,
polylingvista,1,
povrchne,1,
dalse,1,
nemciina,1,
hodilo,1,
melie,1,
chlapcensky,1,
vymacknem,1,
pastuncina,1,
mojimi,1,
stov,1,
narodit,1,
imalo,1,
dedinu,1,
ozrata,1,
studujemmm,1,
pridu,1,
vypotiim,1,
benan,1,
muzske,1,
alem,1,
swedski,1,
slowakis,1,
rooomski,1,
darotihezkofarikostlibansky,1,
objavi,1,
bracho,1,
hlavneee,1,
laskou,1,
recow,1,
pomyli,1,
techniku,1,
spik,1,
zmysle,1,
alen,1,
namyyslat,1,
gabikaaa,1,
saziky,1,
ke,1,
prirodzene,1,
vytresnemm,1,
diskutovat,1,
hviezdach,1,
piss,1,
komunisticky,1,
nikaj,1,
chudaci,1,
patri,1,
anglickemu,1,
problen,1,
hibrev,1,
mandarincina,1,
genius,1,
slovenskyyyyyyyyyy,1,
backstreet,1,
romcinu,1,
malcikovia,1,
java,1,
ehh,1,
prihovoris,1,
lektor,1,
ild,1,
byval,1,
totalne,1,
swj,1,
translate,1,
fajiin,1,
anglyctina,1,
vypiteho,1,
osob,1,
juzneho,1,
bleblee,1,
sekeckiky,1,
akey,1,
profili,1,
formulku,1,
helo,1,
slovnu,1,
zakladny,1,
koniciva,1,
matematicky,1,
jedenn,1,
passiv,1,
chutovo,1,
rumungricko,1,
figu,1,
blisnem,1,
wissen,1,
koketujem,1,
hebrejciny,1,
prezradim,1,
starsi,1,
allem,1,
krovatsky,1,
blbosti,1,
divy,1,
akatsky,1,
pochybujes,1,
chu,1,
chlp,1,
smaozrejmost,1,
tonk,1,
podoba,1,
spanelski,1,
prasatu,1,
trapit,1,
mishel,1,
magyrsky,1,
filmy,1,
nedam,1,
ponemecky,1,
pokusim,1,
kurven,1,
kissed,1,
zivooot,1,
samostatne,1,
subiektivny,1,
svalu,1,
balra,1,
pasa,1,
farstina,1,
tagebuch,1,
pocitaju,1,
najdolezitejsie,1,
recove,1,
odskusane,1,
pati,1,
yosm,1,
bohvico,1,
neovladnutelny,1,
seckooo,1,
perfect,1,
jugo,1,
dostudoval,1,
slovinuuuuuuuuu,1,
tr,1,
maaal,1,
dostane,1,
aktivan,1,
caaaaw,1,
latisky,1,
stetky,1,
tromi,1,
hovoriacich,1,
welsky,1,
onym,1,
nastudowane,1,
nasho,1,
pliiiiis,1,
aussi,1,
tava,1,
svahilciny,1,
napasovat,1,
aekjrgb,1,
zijeme,1,
mongosky,1,
howadziii,1,
sympaticky,1,
samoz,1,
ddxixi,1,
oop,1,
vysnivaanu,1,
vyhodnarsky,1,
naviac,1,
taa,1,
dominuju,1,
dna,1,
rasisti,1,
budede,1,
sestry,1,
pyse,1,
milana,1,
demonou,1,
casky,1,
mifka,1,
pjet,1,
dskorej,1,
rewizor,1,
dostanes,1,
sucham,1,
assembly,1,
slowa,1,
starogrecku,1,
pobreznoslonsky,1,
tucniakov,1,
orechove,1,
biela,1,
ddked,1,
spanielskyyy,1,
tun,1,
stesss,1,
norris,1,
macher,1,
hniezda,1,
ej,1,
kosulowy,1,
skolee,1,
vdaka,1,
nmo,1,
pamati,1,
torsku,1,
dobu,1,
bomba,1,
koktava,1,
piisat,1,
newm,1,
sowoj,1,
opitych,1,
celkovo,1,
neche,1,
kritickych,1,
obmezdit,1,
natlct,1,
prostriedkoch,1,
chorvatska,1,
dreva,1,
terminologie,1,
zem,1,
specialitka,1,
ddddddddddddddddd,1,
mraci,1,
neriesim,1,
uzastny,1,
trosu,1,
old,1,
fernete,1,
slabu,1,
hatlanciny,1,
skomolim,1,
remulada,1,
salgovsky,1,
jjako,1,
poziti,1,
plc,1,
spravit,1,
malilililinko,1,
rodina,1,
sklbit,1,
g,1,
nikym,1,
praktik,1,
whats,1,
sajnu,1,
potapac,1,
tonom,1,
blyzke,1,
snazimee,1,
lamavo,1,
hlavu,1,
videla,1,
kon,1,
devuska,1,
nemciinu,1,
forach,1,
cistenie,1,
lahko,1,
kolotoci,1,
kamosi,1,
stav,1,
atomova,1,
rozum,1,
budeem,1,
kymkolv,1,
safrancuski,1,
skusim,1,
urcoo,1,
sluzia,1,
francauzsky,1,
molgonstinu,1,
zjest,1,
rromsky,1,
scasu,1,
rastafariansky,1,
niako,1,
pcham,1,
rozsirujem,1,
slavne,1,
yeticky,1,
nos,1,
akykolvek,1,
europskom,1,
nemeckymadarsky,1,
baltik,1,
najviaac,1,
spinavych,1,
cigancki,1,
sucker,1,
solen,1,
nebol,1,
egipski,1,
njviac,1,
tazka,1,
rwandsky,1,
taliansy,1,
knena,1,
odzarada,1,
abfstwkfoswgb,1,
nitraancina,1,
istenen,1,
stekov,1,
etrustina,1,
vodi,1,
vlastnyyyy,1,
wuu,1,
upirou,1,
slovennky,1,
vklude,1,
jakyy,1,
gympli,1,
aikido,1,
robotnik,1,
madarskuu,1,
empiricky,1,
ciganka,1,
mnamka,1,
nespoliehala,1,
tresknut,1,
uciteku,1,
sql,1,
levov,1,
prstenov,1,
everybody,1,
rozumjem,1,
najebancinu,1,
mnozstvu,1,
priucam,1,
halloo,1,
unno,1,
svinyovcinu,1,
hubenke,1,
navodu,1,
prax,1,
neviimmm,1,
zaujimalo,1,
rusian,1,
usim,1,
kravsky,1,
xddd,1,
kebyy,1,
dachte,1,
zbalit,1,
premyslim,1,
kuracowskyy,1,
trapaaas,1,
kdir,1,
istia,1,
vodke,1,
tesco,1,
reaalne,1,
viuzit,1,
serialy,1,
vs,1,
hatlanine,1,
slovansku,1,
franssais,1,
anybody,1,
mowim,1,
vyslovovat,1,
fejsbukarsky,1,
napity,1,
rospravam,1,
cierne,1,
zakladky,1,
prislusnik,1,
mesiace,1,
mnozstvo,1,
sketmen,1,
maaalinkoo,1,
presnejsiee,1,
svij,1,
sprechujem,1,
uvadzam,1,
pallo,1,
dzugle,1,
idme,1,
mnichov,1,
nemiciny,1,
anglikcy,1,
narobis,1,
kkti,1,
akuraaat,1,
vikendu,1,
dabovane,1,
nedal,1,
papulujem,1,
zvrhne,1,
podaruje,1,
hey,1,
jet,1,
bavii,1,
ziedny,1,
jagermeister,1,
talianskym,1,
spanina,1,
mio,1,
lamavej,1,
sarodel,1,
nedobre,1,
schnitzle,1,
vysomarim,1,
finsko,1,
mimochodom,1,
step,1,
dabovanych,1,
taaaaaaaak,1,
nepomaha,1,
mysql,1,
nedostatku,1,
brrrr,1,
nemecqyy,1,
hubsches,1,
cistic,1,
cestovatelka,1,
noooooo,1,
rospravat,1,
cechach,1,
hypoteticky,1,
kap,1,
prajes,1,
kodovanie,1,
chvila,1,
xii,1,
ajw,1,
konspasenaterase,1,
mrtvolina,1,
pasivnejsie,1,
tiey,1,
weim,1,
botaskaaaach,1,
neeeee,1,
posunkuvu,1,
talianski,1,
situaciu,1,
congo,1,
novom,1,
slowinu,1,
strednuu,1,
pussy,1,
bohwejak,1,
prifarbeny,1,
muzsky,1,
ciganskyxd,1,
nedorozumela,1,
jowan,1,
cinskyyyyyyyyyy,1,
najebem,1,
chodivala,1,
neozve,1,
lapastina,1,
nico,1,
cik,1,
weee,1,
partiachh,1,
ucii,1,
slovencino,1,
coto,1,
nyelve,1,
inde,1,
musiiim,1,
popicke,1,
cvarglovina,1,
pocinsky,1,
mittausten,1,
oh,1,
frajerky,1,
povazujem,1,
inemu,1,
boskavani,1,
pressa,1,
spokojni,1,
trufnem,1,
fracuzky,1,
desperado,1,
angllictina,1,
doucil,1,
trochanek,1,
nepohne,1,
neviwem,1,
oprima,1,
vynimkou,1,
velky,1,
fyzicky,1,
oponentom,1,
klavesnicovy,1,
problemes,1,
triedna,1,
franzuzsky,1,
prilezitost,1,
kill,1,
argentinsky,1,
povedane,1,
orechy,1,
virta,1,
soltanto,1,
vypravam,1,
anglistinu,1,
digo,1,
brblosov,1,
chutne,1,
nadrbem,1,
xpp,1,
nemnoga,1,
jto,1,
zvieraciu,1,
paaapez,1,
odstavec,1,
espana,1,
opitosti,1,
osm,1,
hlawneten,1,
star,1,
martancinu,1,
opiercingovany,1,
delfinov,1,
kecnem,1,
potrosku,1,
general,1,
krajsiu,1,
maaloo,1,
slovenasy,1,
verte,1,
ostanych,1,
rusnaci,1,
cinstinou,1,
staroslovensky,1,
vsetkyyyyyanglicky,1,
muzika,1,
flamstina,1,
myminicity,1,
wlastnii,1,
partnerkou,1,
zasmiatie,1,
zamurowany,1,
ajax,1,
switches,1,
nitraaaaaacinu,1,
romales,1,
zveri,1,
jazykyy,1,
micugansky,1,
objednavku,1,
nemeckyale,1,
tvrdeho,1,
dobrovolnika,1,
dhaaa,1,
sigurna,1,
najlepsiiiiiiiiii,1,
mlovanu,1,
pojem,1,
podstatne,1,
ucili,1,
pospominam,1,
objective,1,
niekou,1,
evrybady,1,
poziadanie,1,
starogrectina,1,
vasen,1,
povacsinou,1,
nareci,1,
zastavi,1,
srbo,1,
sikula,1,
slepecky,1,
joystick,1,
spievaju,1,
armencina,1,
nahlas,1,
dakomu,1,
snehovy,1,
vypitee,1,
budeme,1,
meditativnu,1,
zdy,1,
pribudol,1,
programovacich,1,
praveze,1,
vystudovala,1,
dostat,1,
presvedcena,1,
gruzinska,1,
nevymyslel,1,
veslarcina,1,
vodovodny,1,
cooooo,1,
cisle,1,
cudziiiii,1,
canguajsky,1,
triezva,1,
nanestastie,1,
cepici,1,
ciastocme,1,
hnusny,1,
ulety,1,
niemiecki,1,
istotu,1,
samozrejma,1,
mer,1,
partnerovi,1,
duufam,1,
slin,1,
choroba,1,
gule,1,
puko,1,
zaa,1,
deplhi,1,
prilezitostiach,1,
letnych,1,
popokatepeplovsky,1,
magyarskii,1,
vytahujem,1,
zostalo,1,
najhorsii,1,
lenivost,1,
chalanovvvvvvvvvvvvvvvvvvvvvvvvvvvvvv,1,
bliakam,1,
ovladnutie,1,
dzaute,1,
ejc,1,
nenahovorim,1,
sen,1,
chorvatsku,1,
agnlicky,1,
oui,1,
turkmenistancinu,1,
pekneho,1,
dyslexiu,1,
manzela,1,
zlepsovatt,1,
fuuuuuu,1,
nepocita,1,
maysky,1,
latin,1,
kreslila,1,
frctstina,1,
welt,1,
oka,1,
momali,1,
sovij,1,
pilsky,1,
cezsky,1,
janisky,1,
rozcvicime,1,
zlatu,1,
nedostatkami,1,
nerozumiet,1,
atak,1,
seconda,1,
grc,1,
kruzit,1,
zavisi,1,
kaine,1,
binarny,1,
blue,1,
neovladali,1,
siento,1,
japonskyyyyy,1,
slaba,1,
konverzacie,1,
dnajlepsie,1,
starsne,1,
isla,1,
postavenu,1,
aba,1,
sladucky,1,
carovinskyy,1,
najllepsia,1,
haky,1,
franczuzske,1,
stunde,1,
verbalne,1,
actionscript,1,
ro,1,
isli,1,
napuchne,1,
nemeckycigansky,1,
naaa,1,
douci,1,
milacikow,1,
svot,1,
ruka,1,
papuancinu,1,
pricom,1,
neakard,1,
pasivnu,1,
mycaci,1,
nitranskyy,1,
hulski,1,
kraaaasne,1,
brejkovat,1,
lo,1,
mosem,1,
chapat,1,
logicky,1,
wyplodim,1,
xiixi,1,
sometimes,1,
rebricek,1,
zauzivanom,1,
metodu,1,
ble,1,
daako,1,
mexicke,1,
naucii,1,
vyhradne,1,
maganda,1,
vraviet,1,
dosledku,1,
nipples,1,
nespoznavam,1,
neskusajte,1,
mysel,1,
pracu,1,
devooocky,1,
max,1,
hovoriacim,1,
bludi,1,
madasky,1,
vsjo,1,
tescu,1,
nyo,1,
tosi,1,
nemeckyno,1,
kombinackami,1,
makajakopako,1,
pomadarski,1,
velrybstinu,1,
slang,1,
neobracia,1,
osobny,1,
jebem,1,
nemluvna,1,
pirsing,1,
nepoznam,1,
tvuj,1,
mackam,1,
sloenskiv,1,
mito,1,
swk,1,
nezda,1,
priiizvukom,1,
pisomnej,1,
mou,1,
chillsky,1,
talianskej,1,
posunkovou,1,
naten,1,
rusko,1,
vypravat,1,
nkedy,1,
arabstiny,1,
francuuzkyy,1,
ona,1,
obraca,1,
vypadky,1,
slowak,1,
statnice,1,
mie,1,
jour,1,
hovoryt,1,
slowencinu,1,
mackyho,1,
samozrejmeee,1,
